,sex,age,age_cat,decile_score,score_text,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,is_recid,score
471,Male,58,Greater than 45,6,Medium,African-American,12,0,0,0,1,1
472,Male,23,Less than 25,5,Medium,Caucasian,1,0,0,1,1,1
473,Male,35,25 - 45,2,Low,African-American,1,0,0,0,0,0
474,Male,20,Less than 25,10,High,African-American,1,0,0,0,1,1
475,Male,51,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
476,Male,24,Less than 25,10,High,Hispanic,0,0,0,0,0,1
477,Male,37,25 - 45,2,Low,Caucasian,3,0,0,0,0,0
478,Male,47,Greater than 45,1,Low,Caucasian,3,0,0,0,0,0
479,Male,34,25 - 45,6,Medium,Caucasian,4,0,0,0,1,1
480,Male,56,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
481,Male,34,25 - 45,1,Low,Hispanic,4,0,0,0,1,0
482,Male,59,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
483,Male,35,25 - 45,6,Medium,Asian,0,0,0,0,0,1
484,Male,58,Greater than 45,1,Low,Hispanic,1,0,0,0,0,0
485,Male,29,25 - 45,4,Low,Hispanic,2,0,0,0,0,0
486,Female,24,Less than 25,9,High,Caucasian,6,0,0,1,1,1
487,Male,21,Less than 25,9,High,Caucasian,2,0,0,4,1,1
489,Male,50,Greater than 45,7,Medium,Asian,5,0,0,0,1,1
490,Male,26,25 - 45,2,Low,African-American,1,0,0,0,0,0
491,Female,30,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
493,Male,29,25 - 45,4,Low,Caucasian,0,0,0,0,1,0
494,Male,54,Greater than 45,1,Low,African-American,0,0,0,0,0,0
495,Male,29,25 - 45,4,Low,African-American,4,0,0,0,1,0
496,Female,59,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
497,Male,38,25 - 45,5,Medium,African-American,0,0,0,0,0,1
500,Male,27,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
501,Male,26,25 - 45,5,Medium,Hispanic,7,0,0,0,1,1
502,Male,52,Greater than 45,3,Low,Hispanic,20,0,0,0,0,0
503,Male,66,Greater than 45,6,Medium,African-American,33,0,0,0,1,1
504,Male,27,25 - 45,5,Medium,Caucasian,2,0,0,0,0,1
505,Male,51,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
506,Male,35,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
508,Male,52,Greater than 45,3,Low,Caucasian,4,0,0,0,0,0
510,Male,48,Greater than 45,5,Medium,Other,12,0,0,0,0,1
511,Female,26,25 - 45,2,Low,African-American,0,0,0,0,0,0
512,Female,48,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
513,Male,30,25 - 45,4,Low,Hispanic,7,0,0,0,0,0
514,Male,28,25 - 45,1,Low,Other,2,0,0,0,0,0
515,Male,33,25 - 45,3,Low,African-American,2,0,0,0,0,0
516,Female,34,25 - 45,4,Low,African-American,6,0,0,0,0,0
517,Male,25,25 - 45,1,Low,Other,0,0,0,0,0,0
518,Male,59,Greater than 45,7,Medium,African-American,10,0,0,0,1,1
519,Male,29,25 - 45,5,Medium,African-American,5,0,0,0,1,1
520,Male,24,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
521,Male,48,Greater than 45,7,Medium,Caucasian,1,0,0,0,1,1
523,Male,52,Greater than 45,5,Medium,African-American,4,0,0,0,0,1
524,Male,20,Less than 25,4,Low,African-American,0,0,0,0,1,0
525,Male,25,25 - 45,4,Low,Caucasian,4,0,0,0,1,0
526,Male,24,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
527,Male,23,Less than 25,9,High,Caucasian,0,0,0,0,0,1
528,Male,27,25 - 45,4,Low,Caucasian,6,0,1,3,0,0
529,Male,25,25 - 45,3,Low,African-American,1,0,1,0,1,0
530,Male,31,25 - 45,2,Low,African-American,0,0,0,0,0,0
531,Male,25,25 - 45,4,Low,African-American,6,0,1,0,1,0
532,Male,32,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
533,Male,21,Less than 25,3,Low,Caucasian,0,0,0,0,1,0
534,Male,37,25 - 45,1,Low,Other,1,0,0,0,0,0
535,Male,25,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
536,Male,32,25 - 45,10,High,Hispanic,20,1,1,0,0,1
537,Male,35,25 - 45,7,Medium,African-American,0,0,0,0,0,1
538,Male,42,25 - 45,7,Medium,African-American,14,0,0,0,1,1
539,Male,24,Less than 25,10,High,Caucasian,9,0,0,1,1,1
541,Male,21,Less than 25,6,Medium,Hispanic,0,0,0,0,1,1
542,Male,47,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
543,Male,27,25 - 45,9,High,African-American,5,0,0,0,1,1
544,Male,43,25 - 45,1,Low,Hispanic,2,0,0,0,1,0
545,Male,46,Greater than 45,6,Medium,Caucasian,2,0,0,0,1,1
546,Male,44,25 - 45,3,Low,African-American,1,0,0,0,0,0
548,Male,23,Less than 25,2,Low,Caucasian,2,0,0,0,0,0
550,Male,42,25 - 45,5,Medium,African-American,8,0,0,0,0,1
551,Male,58,Greater than 45,6,Medium,African-American,6,0,0,0,0,1
552,Male,26,25 - 45,6,Medium,African-American,3,0,0,1,0,1
553,Female,48,Greater than 45,1,Low,Other,0,0,0,0,0,0
554,Male,39,25 - 45,3,Low,African-American,3,0,0,0,1,0
555,Male,21,Less than 25,5,Medium,African-American,3,0,2,0,1,1
556,Male,63,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
557,Male,22,Less than 25,7,Medium,African-American,3,0,1,0,1,1
558,Male,50,Greater than 45,3,Low,African-American,3,0,0,0,0,0
559,Male,38,25 - 45,1,Low,African-American,0,0,0,0,0,0
560,Male,41,25 - 45,6,Medium,Caucasian,1,0,0,0,0,1
561,Male,28,25 - 45,8,High,African-American,16,8,0,1,1,1
562,Female,30,25 - 45,3,Low,African-American,0,0,0,0,0,0
563,Male,23,Less than 25,5,Medium,African-American,1,0,0,0,0,1
564,Male,25,25 - 45,4,Low,Caucasian,2,0,0,0,1,0
565,Male,40,25 - 45,4,Low,Caucasian,5,0,0,0,0,0
566,Male,24,Less than 25,8,High,Hispanic,8,0,0,0,0,1
567,Male,27,25 - 45,4,Low,African-American,5,0,0,0,1,0
568,Male,44,25 - 45,3,Low,Caucasian,11,0,0,0,0,0
569,Female,35,25 - 45,2,Low,African-American,6,0,0,0,1,0
570,Male,42,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
571,Male,38,25 - 45,7,Medium,African-American,15,0,0,0,0,1
572,Male,26,25 - 45,6,Medium,Hispanic,4,0,0,0,0,1
573,Female,25,25 - 45,3,Low,African-American,0,0,0,0,0,0
575,Male,64,Greater than 45,1,Low,Hispanic,1,0,0,0,0,0
576,Female,49,Greater than 45,1,Low,Caucasian,2,0,0,0,1,0
577,Male,50,Greater than 45,1,Low,Caucasian,5,0,0,0,1,0
579,Male,66,Greater than 45,1,Low,Caucasian,0,0,0,0,1,0
580,Female,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
581,Male,30,25 - 45,6,Medium,African-American,5,0,0,1,1,1
582,Female,22,Less than 25,3,Low,Caucasian,0,0,0,0,0,0
583,Male,23,Less than 25,4,Low,Caucasian,1,0,0,0,0,0
584,Male,30,25 - 45,6,Medium,Other,0,0,0,0,1,1
586,Male,31,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
587,Male,31,25 - 45,2,Low,Other,1,0,0,0,0,0
590,Male,25,25 - 45,3,Low,African-American,0,0,0,0,0,0
591,Female,21,Less than 25,7,Medium,Caucasian,0,0,0,0,0,1
592,Male,27,25 - 45,2,Low,African-American,0,0,0,0,0,0
593,Male,20,Less than 25,2,Low,Hispanic,0,0,0,0,1,0
594,Male,32,25 - 45,1,Low,Hispanic,1,0,0,0,0,0
595,Female,24,Less than 25,5,Medium,Caucasian,0,0,0,1,0,1
596,Male,20,Less than 25,3,Low,African-American,1,1,0,0,0,0
597,Male,31,25 - 45,8,High,African-American,3,0,0,0,1,1
598,Male,27,25 - 45,7,Medium,African-American,3,0,0,0,1,1
600,Male,40,25 - 45,2,Low,African-American,0,0,0,0,0,0
601,Male,22,Less than 25,10,High,African-American,11,0,0,0,1,1
602,Female,38,25 - 45,1,Low,African-American,1,0,0,0,0,0
603,Male,36,25 - 45,10,High,Hispanic,1,0,0,0,1,1
604,Male,30,25 - 45,7,Medium,African-American,1,0,0,0,0,1
605,Male,27,25 - 45,6,Medium,Caucasian,6,0,0,0,1,1
607,Female,59,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
608,Male,37,25 - 45,1,Low,Caucasian,2,0,0,0,0,0
609,Male,28,25 - 45,7,Medium,African-American,5,0,0,0,1,1
610,Male,38,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
611,Male,22,Less than 25,8,High,African-American,0,0,0,1,1,1
613,Male,25,25 - 45,5,Medium,African-American,4,0,0,0,1,1
614,Male,51,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
616,Male,29,25 - 45,2,Low,Caucasian,2,0,0,0,1,0
617,Male,28,25 - 45,3,Low,African-American,10,0,0,0,0,0
619,Male,55,Greater than 45,3,Low,African-American,9,0,0,0,1,0
620,Female,23,Less than 25,10,High,Caucasian,3,0,0,0,0,1
621,Female,22,Less than 25,5,Medium,African-American,0,0,0,0,0,1
622,Female,19,Less than 25,10,High,Caucasian,2,0,0,0,1,1
623,Male,31,25 - 45,1,Low,African-American,1,0,0,0,0,0
624,Male,29,25 - 45,1,Low,African-American,0,0,0,0,0,0
625,Male,61,Greater than 45,6,Medium,African-American,15,0,0,0,1,1
627,Male,31,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
628,Male,20,Less than 25,9,High,African-American,4,0,1,1,1,1
629,Male,26,25 - 45,7,Medium,Caucasian,3,0,0,0,1,1
630,Male,27,25 - 45,9,High,Caucasian,5,0,0,0,0,1
631,Male,25,25 - 45,5,Medium,Caucasian,1,0,0,0,0,1
632,Male,23,Less than 25,5,Medium,Caucasian,3,0,2,0,1,1
633,Male,38,25 - 45,1,Low,African-American,0,0,0,0,0,0
634,Male,27,25 - 45,9,High,African-American,18,0,2,1,1,1
635,Female,35,25 - 45,3,Low,Caucasian,0,0,0,0,1,0
636,Male,22,Less than 25,9,High,Other,0,0,0,0,0,1
637,Female,58,Greater than 45,2,Low,African-American,4,0,0,0,1,0
638,Female,57,Greater than 45,4,Low,Caucasian,0,0,0,0,1,0
639,Male,21,Less than 25,3,Low,African-American,0,0,0,1,0,0
640,Female,22,Less than 25,8,High,African-American,0,0,0,0,0,1
641,Male,30,25 - 45,2,Low,African-American,0,0,0,0,0,0
645,Male,30,25 - 45,8,High,African-American,8,0,0,0,1,1
646,Female,31,25 - 45,6,Medium,African-American,10,0,0,0,0,1
647,Female,45,Greater than 45,6,Medium,Caucasian,1,0,0,0,0,1
649,Male,39,25 - 45,2,Low,Caucasian,2,0,0,0,1,0
650,Male,31,25 - 45,8,High,African-American,0,0,0,0,1,1
651,Male,22,Less than 25,4,Low,African-American,1,0,0,0,1,0
653,Male,27,25 - 45,7,Medium,African-American,13,0,0,0,1,1
654,Male,38,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
655,Male,31,25 - 45,10,High,African-American,23,0,0,0,1,1
656,Male,47,Greater than 45,9,High,African-American,20,0,0,0,0,1
657,Male,22,Less than 25,7,Medium,African-American,3,0,1,0,0,1
658,Male,35,25 - 45,9,High,African-American,1,0,0,1,1,1
659,Male,23,Less than 25,6,Medium,Hispanic,2,0,0,0,1,1
660,Male,65,Greater than 45,2,Low,African-American,2,0,0,0,1,0
661,Male,35,25 - 45,4,Low,African-American,0,0,0,0,0,0
662,Female,33,25 - 45,3,Low,African-American,0,0,0,0,0,0
663,Male,53,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
664,Male,52,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
665,Male,21,Less than 25,5,Medium,African-American,0,0,0,0,0,1
666,Male,37,25 - 45,4,Low,African-American,11,0,0,0,0,0
667,Male,30,25 - 45,9,High,Other,4,0,0,0,1,1
670,Male,54,Greater than 45,1,Low,Other,0,0,0,0,0,0
671,Female,31,25 - 45,1,Low,African-American,0,0,0,0,0,0
672,Female,59,Greater than 45,3,Low,Caucasian,2,0,0,0,0,0
673,Male,27,25 - 45,2,Low,African-American,0,0,0,0,0,0
674,Male,36,25 - 45,7,Medium,African-American,0,0,0,0,1,1
675,Male,46,Greater than 45,9,High,African-American,17,0,0,0,1,1
676,Male,22,Less than 25,9,High,African-American,3,0,0,1,0,1
677,Female,28,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
678,Female,34,25 - 45,9,High,Caucasian,15,0,0,1,1,1
679,Male,29,25 - 45,9,High,Hispanic,7,0,0,0,1,1
680,Male,23,Less than 25,10,High,African-American,2,0,0,1,1,1
681,Male,27,25 - 45,4,Low,African-American,3,0,0,0,0,0
682,Male,21,Less than 25,6,Medium,Asian,0,0,0,1,1,1
683,Male,48,Greater than 45,1,Low,Caucasian,3,0,0,0,1,0
686,Male,31,25 - 45,7,Medium,African-American,5,0,0,0,0,1
687,Male,36,25 - 45,5,Medium,African-American,4,0,1,0,0,1
689,Male,44,25 - 45,8,High,African-American,14,0,0,0,1,1
690,Male,53,Greater than 45,1,Low,Caucasian,2,0,0,0,0,0
691,Male,33,25 - 45,2,Low,African-American,3,0,0,0,1,0
694,Male,47,Greater than 45,5,Medium,Caucasian,2,0,0,0,1,1
695,Male,57,Greater than 45,7,Medium,African-American,20,0,0,0,1,1
696,Male,28,25 - 45,4,Low,African-American,2,0,0,0,0,0
697,Male,24,Less than 25,6,Medium,African-American,1,0,0,0,0,1
698,Male,44,25 - 45,1,Low,African-American,1,0,0,0,0,0
699,Male,46,Greater than 45,1,Low,African-American,0,0,0,0,0,0
700,Male,37,25 - 45,3,Low,African-American,6,0,0,0,0,0
701,Male,26,25 - 45,6,Medium,African-American,10,0,0,0,1,1
702,Male,27,25 - 45,8,High,African-American,10,0,1,0,1,1
703,Male,40,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
704,Female,60,Greater than 45,3,Low,Caucasian,9,0,0,0,1,0
705,Male,53,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
707,Male,28,25 - 45,1,Low,African-American,0,0,0,0,0,0
708,Male,23,Less than 25,4,Low,Hispanic,0,0,0,0,0,0
709,Female,46,Greater than 45,8,High,Caucasian,2,0,0,0,0,1
710,Male,23,Less than 25,5,Medium,African-American,0,0,0,0,1,1
713,Male,50,Greater than 45,8,High,African-American,18,0,0,0,1,1
714,Male,45,Greater than 45,1,Low,African-American,0,0,0,0,0,0
715,Male,22,Less than 25,5,Medium,African-American,1,0,0,0,0,1
716,Male,26,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
717,Male,62,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
718,Male,34,25 - 45,1,Low,Caucasian,0,0,0,0,1,0
719,Male,24,Less than 25,10,High,Hispanic,1,0,0,0,0,1
720,Male,21,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
721,Male,25,25 - 45,2,Low,Caucasian,0,0,0,0,1,0
722,Male,68,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
724,Male,21,Less than 25,3,Low,Caucasian,1,0,0,0,0,0
725,Female,37,25 - 45,3,Low,Hispanic,1,0,0,0,0,0
726,Male,22,Less than 25,8,High,African-American,0,0,0,0,0,1
728,Male,42,25 - 45,1,Low,Caucasian,1,0,0,0,0,0
729,Male,22,Less than 25,4,Low,Caucasian,1,0,1,1,1,0
730,Male,45,Greater than 45,4,Low,African-American,0,0,0,0,1,0
731,Female,36,25 - 45,10,High,African-American,4,0,0,0,1,1
732,Male,48,Greater than 45,6,Medium,African-American,2,0,0,0,0,1
734,Male,23,Less than 25,9,High,African-American,6,0,0,1,1,1
735,Male,24,Less than 25,8,High,African-American,0,0,0,0,0,1
736,Male,29,25 - 45,2,Low,African-American,0,0,0,0,0,0
737,Male,24,Less than 25,3,Low,African-American,0,0,0,0,0,0
738,Male,50,Greater than 45,9,High,African-American,11,0,0,0,0,1
739,Male,34,25 - 45,7,Medium,African-American,10,0,1,0,1,1
740,Male,23,Less than 25,2,Low,African-American,0,0,0,0,0,0
741,Female,22,Less than 25,5,Medium,Caucasian,0,0,0,0,0,1
742,Male,36,25 - 45,1,Low,Other,0,0,0,0,0,0
743,Male,30,25 - 45,5,Medium,Caucasian,22,0,0,0,1,1
744,Male,21,Less than 25,10,High,African-American,0,0,0,0,1,1
745,Female,53,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
747,Male,25,25 - 45,5,Medium,African-American,7,0,1,1,1,1
748,Female,25,25 - 45,9,High,African-American,1,0,0,0,0,1
749,Male,71,Greater than 45,1,Low,African-American,8,0,0,0,0,0
750,Male,39,25 - 45,9,High,African-American,10,0,4,0,0,1
751,Female,37,25 - 45,5,Medium,African-American,0,0,0,0,0,1
752,Male,20,Less than 25,5,Medium,African-American,0,0,0,2,1,1
753,Female,29,25 - 45,5,Medium,African-American,3,0,0,0,0,1
754,Male,22,Less than 25,5,Medium,African-American,2,0,0,0,1,1
755,Male,26,25 - 45,7,Medium,African-American,4,0,0,0,1,1
757,Female,47,Greater than 45,10,High,African-American,19,0,0,0,1,1
758,Male,21,Less than 25,4,Low,Other,1,0,0,0,1,0
759,Female,23,Less than 25,10,High,Other,0,0,0,0,0,1
760,Female,20,Less than 25,8,High,Caucasian,1,0,0,0,1,1
761,Female,23,Less than 25,2,Low,African-American,0,0,0,0,0,0
762,Male,27,25 - 45,7,Medium,Native American,3,0,0,0,0,1
764,Female,53,Greater than 45,1,Low,African-American,0,0,0,0,0,0
765,Female,23,Less than 25,7,Medium,African-American,0,0,0,0,0,1
766,Male,26,25 - 45,7,Medium,African-American,5,0,0,1,1,1
767,Male,25,25 - 45,6,Medium,African-American,6,0,0,0,0,1
768,Male,23,Less than 25,4,Low,Other,2,0,0,0,0,0
769,Male,27,25 - 45,9,High,African-American,4,0,0,0,1,1
771,Male,29,25 - 45,4,Low,African-American,1,0,0,0,0,0
772,Male,27,25 - 45,2,Low,Other,1,0,0,0,1,0
773,Male,28,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
774,Male,31,25 - 45,2,Low,African-American,0,0,0,0,0,0
775,Male,41,25 - 45,6,Medium,African-American,8,0,0,0,1,1
776,Male,25,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
777,Male,47,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
778,Male,37,25 - 45,2,Low,African-American,4,0,0,0,0,0
779,Female,35,25 - 45,5,Medium,African-American,4,0,0,0,0,1
780,Male,24,Less than 25,4,Low,Caucasian,1,0,0,0,1,0
781,Male,21,Less than 25,9,High,Caucasian,2,0,2,1,1,1
782,Male,22,Less than 25,4,Low,Caucasian,0,0,0,0,1,0
783,Male,57,Greater than 45,6,Medium,African-American,11,0,0,0,0,1
784,Male,48,Greater than 45,7,Medium,Caucasian,0,0,0,0,0,1
785,Male,36,25 - 45,1,Low,Other,0,0,0,0,0,0
786,Female,37,25 - 45,7,Medium,African-American,3,0,0,0,0,1
787,Male,31,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
788,Male,22,Less than 25,9,High,African-American,1,0,1,0,1,1
789,Male,31,25 - 45,3,Low,Caucasian,2,0,0,0,0,0
790,Male,24,Less than 25,5,Medium,African-American,0,0,0,0,1,1
791,Male,32,25 - 45,9,High,African-American,22,0,0,1,1,1
792,Female,23,Less than 25,4,Low,Other,0,0,0,0,0,0
793,Male,63,Greater than 45,1,Low,African-American,0,0,0,0,0,0
794,Male,30,25 - 45,1,Low,Other,0,0,0,0,0,0
797,Male,20,Less than 25,4,Low,Caucasian,0,0,0,2,0,0
798,Female,24,Less than 25,5,Medium,African-American,1,0,0,0,1,1
799,Female,36,25 - 45,2,Low,African-American,1,0,0,0,0,0
800,Male,83,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
801,Male,28,25 - 45,6,Medium,Caucasian,2,0,0,0,0,1
802,Male,36,25 - 45,2,Low,African-American,3,0,0,0,1,0
803,Female,33,25 - 45,2,Low,African-American,0,0,0,0,0,0
804,Male,39,25 - 45,3,Low,African-American,0,0,0,0,0,0
805,Male,29,25 - 45,7,Medium,Other,3,0,0,0,0,1
806,Male,30,25 - 45,10,High,African-American,17,0,0,0,1,1
808,Male,24,Less than 25,1,Low,African-American,1,0,0,0,1,0
811,Male,35,25 - 45,6,Medium,African-American,7,0,0,0,0,1
812,Male,24,Less than 25,3,Low,African-American,0,0,0,1,0,0
814,Male,26,25 - 45,4,Low,Caucasian,8,0,0,0,0,0
816,Male,28,25 - 45,7,Medium,African-American,14,0,0,0,1,1
817,Male,32,25 - 45,5,Medium,African-American,0,0,0,0,0,1
818,Female,32,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
819,Male,33,25 - 45,8,High,African-American,5,0,0,0,1,1
820,Male,29,25 - 45,10,High,African-American,16,0,1,0,0,1
821,Male,34,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
822,Female,37,25 - 45,1,Low,Other,0,0,0,0,1,0
823,Male,43,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
824,Male,47,Greater than 45,4,Low,Caucasian,2,0,0,0,0,0
825,Male,25,25 - 45,6,Medium,African-American,3,0,0,0,1,1
826,Female,23,Less than 25,3,Low,African-American,1,0,0,0,0,0
827,Male,39,25 - 45,2,Low,Caucasian,2,0,0,0,0,0
828,Male,35,25 - 45,8,High,African-American,13,0,0,0,1,1
829,Male,33,25 - 45,1,Low,Other,0,0,0,0,0,0
830,Male,21,Less than 25,3,Low,Other,0,0,0,0,1,0
831,Male,43,25 - 45,8,High,African-American,20,1,0,0,0,1
832,Male,25,25 - 45,8,High,African-American,3,0,1,1,1,1
833,Male,48,Greater than 45,10,High,African-American,25,1,0,0,1,1
834,Male,22,Less than 25,7,Medium,African-American,1,0,0,1,1,1
835,Male,52,Greater than 45,8,High,African-American,9,1,0,0,1,1
836,Male,26,25 - 45,4,Low,Caucasian,5,0,0,0,1,0
837,Male,67,Greater than 45,7,Medium,African-American,4,0,0,0,1,1
838,Male,34,25 - 45,2,Low,African-American,4,0,0,0,0,0
839,Male,56,Greater than 45,1,Low,Caucasian,4,0,0,0,0,0
840,Male,28,25 - 45,4,Low,African-American,1,0,0,0,1,0
841,Male,29,25 - 45,4,Low,African-American,2,0,0,0,0,0
843,Male,37,25 - 45,5,Medium,African-American,6,0,0,0,1,1
844,Male,43,25 - 45,2,Low,Other,3,0,0,0,0,0
845,Male,51,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
846,Male,20,Less than 25,7,Medium,African-American,1,0,0,1,1,1
847,Male,26,25 - 45,7,Medium,Caucasian,4,0,0,0,1,1
848,Female,39,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
849,Male,21,Less than 25,8,High,African-American,1,0,0,1,0,1
850,Male,21,Less than 25,9,High,African-American,1,0,1,1,1,1
851,Male,24,Less than 25,4,Low,Caucasian,3,0,2,0,1,0
852,Male,26,25 - 45,8,High,African-American,4,0,1,0,1,1
853,Male,48,Greater than 45,2,Low,Caucasian,1,0,0,0,0,0
854,Male,24,Less than 25,5,Medium,African-American,5,0,1,0,1,1
855,Male,26,25 - 45,4,Low,Caucasian,0,0,0,0,0,0
856,Male,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
858,Male,24,Less than 25,9,High,African-American,7,0,1,1,0,1
859,Female,21,Less than 25,5,Medium,Caucasian,0,0,0,0,0,1
860,Male,24,Less than 25,3,Low,African-American,1,0,0,0,1,0
862,Male,36,25 - 45,8,High,African-American,9,0,0,0,0,1
863,Male,30,25 - 45,4,Low,African-American,5,0,0,0,1,0
864,Female,22,Less than 25,6,Medium,Caucasian,1,0,0,0,0,1
865,Male,25,25 - 45,9,High,African-American,0,0,0,0,1,1
866,Male,31,25 - 45,8,High,African-American,25,0,3,0,1,1
867,Male,24,Less than 25,4,Low,African-American,0,0,0,0,0,0
868,Male,39,25 - 45,8,High,African-American,13,0,0,0,1,1
869,Male,46,Greater than 45,1,Low,Other,0,0,0,0,0,0
871,Female,30,25 - 45,3,Low,African-American,4,0,0,0,0,0
872,Male,40,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
873,Female,52,Greater than 45,1,Low,African-American,0,0,0,0,0,0
874,Male,23,Less than 25,9,High,African-American,3,1,0,1,0,1
875,Female,26,25 - 45,2,Low,African-American,1,0,0,0,0,0
876,Male,22,Less than 25,8,High,Caucasian,1,0,1,0,1,1
877,Male,42,25 - 45,4,Low,Caucasian,3,0,0,0,0,0
878,Male,23,Less than 25,10,High,African-American,6,0,3,1,1,1
879,Male,33,25 - 45,3,Low,Other,4,0,0,0,1,0
880,Male,28,25 - 45,3,Low,African-American,1,0,0,0,0,0
882,Male,50,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
884,Male,32,25 - 45,7,Medium,African-American,1,0,0,0,0,1
885,Male,24,Less than 25,6,Medium,Hispanic,3,0,0,0,1,1
886,Male,51,Greater than 45,2,Low,African-American,3,0,0,0,0,0
887,Male,19,Less than 25,4,Low,Caucasian,1,0,0,0,1,0
888,Male,32,25 - 45,5,Medium,African-American,4,0,0,0,0,1
889,Female,31,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
890,Female,29,25 - 45,5,Medium,African-American,1,0,0,0,0,1
891,Male,43,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
892,Male,26,25 - 45,7,Medium,African-American,9,0,0,0,1,1
893,Male,27,25 - 45,10,High,Caucasian,0,0,0,0,1,1
894,Male,52,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
895,Male,27,25 - 45,1,Low,Hispanic,1,0,0,0,0,0
896,Female,57,Greater than 45,2,Low,Hispanic,1,0,0,0,0,0
897,Male,28,25 - 45,6,Medium,African-American,3,0,0,0,1,1
898,Male,32,25 - 45,1,Low,African-American,3,0,0,0,1,0
899,Male,27,25 - 45,3,Low,African-American,5,0,0,0,1,0
900,Male,45,Greater than 45,1,Low,Hispanic,0,0,0,0,1,0
901,Female,42,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
902,Male,33,25 - 45,2,Low,African-American,0,0,0,0,1,0
904,Female,28,25 - 45,4,Low,Caucasian,3,0,0,1,0,0
905,Female,53,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
906,Male,24,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
907,Male,28,25 - 45,2,Low,Hispanic,1,0,0,0,0,0
908,Male,28,25 - 45,5,Medium,Hispanic,1,0,0,0,0,1
909,Male,39,25 - 45,7,Medium,African-American,6,0,0,1,1,1
910,Male,22,Less than 25,7,Medium,African-American,1,0,0,0,1,1
911,Male,46,Greater than 45,2,Low,African-American,2,0,0,0,1,0
912,Male,25,25 - 45,2,Low,African-American,0,0,0,0,0,0
913,Male,52,Greater than 45,5,Medium,Caucasian,1,0,0,0,0,1
914,Male,28,25 - 45,2,Low,African-American,4,0,0,0,1,0
915,Female,57,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
916,Male,49,Greater than 45,1,Low,African-American,3,0,0,0,1,0
917,Male,21,Less than 25,9,High,African-American,2,0,0,0,1,1
918,Male,32,25 - 45,10,High,African-American,19,0,0,0,1,1
919,Male,63,Greater than 45,9,High,African-American,3,0,0,0,0,1
920,Male,29,25 - 45,3,Low,Caucasian,2,0,0,0,0,0
921,Male,46,Greater than 45,1,Low,African-American,0,0,0,0,0,0
923,Male,28,25 - 45,7,Medium,African-American,10,0,0,0,1,1
924,Male,27,25 - 45,2,Low,African-American,1,0,0,0,0,0
925,Female,69,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
