,race,gender,is_recid,score
4483,African-American,Male,1,0
4484,African-American,Male,1,1
4485,African-American,Female,0,1
4486,Caucasian,Male,1,1
4487,Caucasian,Male,1,1
4488,Other,Male,1,0
4489,Caucasian,Male,1,0
4490,African-American,Female,0,0
4491,Caucasian,Male,0,0
4492,Caucasian,Male,1,0
4494,African-American,Male,0,0
4495,African-American,Male,0,0
4496,African-American,Male,1,1
4497,African-American,Female,0,1
4498,Caucasian,Male,0,1
4500,Caucasian,Male,0,1
4501,African-American,Female,0,0
4502,Caucasian,Male,1,1
4503,Hispanic,Male,0,0
4504,African-American,Male,1,1
4505,Caucasian,Female,0,0
4506,Caucasian,Male,0,1
4507,Other,Female,1,0
4508,African-American,Male,1,1
4509,African-American,Female,0,1
4510,Caucasian,Male,1,0
4511,African-American,Male,1,0
4512,African-American,Male,0,1
4513,African-American,Male,0,1
4514,Hispanic,Male,1,1
4516,Caucasian,Male,0,0
4517,African-American,Male,1,0
4518,African-American,Female,0,1
4519,African-American,Female,0,0
4520,Hispanic,Female,0,0
4521,African-American,Male,1,1
4522,African-American,Male,1,1
4523,Hispanic,Male,1,0
4525,African-American,Male,1,1
4526,African-American,Male,0,1
4527,African-American,Female,1,0
4528,African-American,Male,0,1
4529,African-American,Male,0,0
4530,African-American,Male,0,0
4531,African-American,Male,1,1
4532,Caucasian,Male,1,0
4533,African-American,Male,1,1
4534,Caucasian,Male,0,0
4535,African-American,Male,0,0
4536,Caucasian,Male,1,1
4537,African-American,Female,0,0
4539,African-American,Male,1,1
4540,Caucasian,Female,0,0
4541,Caucasian,Male,0,0
4542,African-American,Female,1,0
4543,African-American,Female,1,0
4544,Caucasian,Female,0,0
4545,African-American,Male,1,1
4546,African-American,Female,1,1
4547,African-American,Male,0,1
4548,Caucasian,Male,1,0
4549,Caucasian,Male,0,1
4550,African-American,Male,0,1
4551,African-American,Male,1,1
4552,African-American,Male,1,1
4553,Hispanic,Male,0,0
4554,African-American,Female,0,0
4555,African-American,Male,1,1
4556,Caucasian,Female,0,0
4557,Other,Female,0,0
4558,Caucasian,Male,0,0
4559,African-American,Male,1,1
4560,African-American,Male,1,1
4561,African-American,Male,1,1
4562,Caucasian,Male,0,0
4563,Asian,Female,1,0
4564,Caucasian,Male,0,0
4565,African-American,Female,1,1
4566,Caucasian,Male,1,0
4567,Hispanic,Male,1,0
4568,African-American,Male,0,0
4569,Hispanic,Male,0,1
4573,African-American,Male,1,0
4574,African-American,Female,1,1
4575,African-American,Male,1,0
4577,African-American,Male,0,0
4578,African-American,Male,1,0
4579,Caucasian,Male,0,1
4581,Caucasian,Female,1,1
4582,African-American,Female,0,0
4583,African-American,Male,1,1
4585,African-American,Male,1,0
4586,African-American,Male,0,1
4587,African-American,Male,0,0
4588,Caucasian,Male,0,0
4589,Caucasian,Male,1,0
4590,African-American,Male,1,0
4591,Caucasian,Male,0,1
4592,Caucasian,Male,0,1
4593,African-American,Female,1,0
4594,African-American,Male,0,0
4595,African-American,Male,1,0
4596,Caucasian,Male,1,0
4597,African-American,Male,1,1
4598,Other,Male,0,0
4599,Caucasian,Female,0,0
4600,African-American,Male,0,1
4601,Caucasian,Male,1,0
4602,Hispanic,Male,1,0
4603,African-American,Male,1,1
4604,Caucasian,Female,1,0
4605,Caucasian,Male,0,1
4606,African-American,Male,1,1
4608,African-American,Male,0,0
4609,African-American,Male,0,1
4611,Native American,Male,0,1
4612,African-American,Male,1,0
4614,African-American,Male,0,0
4616,African-American,Male,0,0
4617,Caucasian,Male,0,0
4620,African-American,Female,0,1
4621,Caucasian,Male,1,1
4623,African-American,Male,1,0
4624,Caucasian,Male,1,1
4628,Caucasian,Female,1,1
4629,Caucasian,Female,1,0
4630,African-American,Male,1,1
4632,Caucasian,Male,0,1
4633,Caucasian,Female,0,0
4634,Hispanic,Male,0,1
4635,Caucasian,Female,0,1
4637,Other,Male,0,0
4638,Caucasian,Male,0,0
4640,Hispanic,Male,0,1
4642,African-American,Male,1,1
4643,African-American,Male,0,0
4644,African-American,Male,1,1
4645,Caucasian,Female,0,1
4647,Caucasian,Male,1,1
4648,African-American,Male,1,1
4649,African-American,Male,1,1
4651,Caucasian,Male,0,1
4653,Caucasian,Male,1,0
4654,African-American,Male,1,1
4655,African-American,Male,1,0
4656,African-American,Male,0,1
4657,Caucasian,Male,0,0
4658,African-American,Male,0,1
4659,Caucasian,Male,1,0
4660,Asian,Male,0,0
4661,African-American,Male,1,0
4663,African-American,Female,0,1
4664,Caucasian,Female,0,0
4665,Other,Male,0,1
4666,Caucasian,Male,1,0
4667,African-American,Male,1,0
4669,African-American,Male,1,1
4670,African-American,Female,0,0
4672,Caucasian,Male,0,0
4673,Other,Female,0,0
4674,African-American,Male,0,0
4675,African-American,Male,0,1
4676,African-American,Male,1,0
4677,Hispanic,Male,0,1
4678,Caucasian,Male,0,0
4679,African-American,Female,1,1
4681,African-American,Male,0,0
4682,Caucasian,Male,0,0
4683,African-American,Male,0,0
4684,Hispanic,Male,0,0
4685,Caucasian,Male,1,1
4686,Hispanic,Male,0,0
4687,African-American,Male,1,1
4688,African-American,Male,1,1
4689,African-American,Male,1,0
4690,Caucasian,Male,0,0
4691,African-American,Female,0,1
4692,African-American,Female,0,1
4693,Caucasian,Male,0,1
4694,Caucasian,Male,0,0
4697,Caucasian,Male,0,0
4698,Hispanic,Male,0,0
4699,African-American,Male,1,1
4700,Hispanic,Male,0,0
4702,African-American,Male,1,1
4703,Hispanic,Male,0,0
4704,Caucasian,Female,0,0
4705,African-American,Male,1,1
4707,Caucasian,Male,1,0
4708,Hispanic,Female,1,0
4709,Other,Female,0,0
4711,African-American,Male,0,0
4712,Caucasian,Male,0,1
4713,African-American,Male,1,1
4714,African-American,Male,0,1
4715,African-American,Male,0,1
4717,African-American,Male,0,0
4718,Caucasian,Male,0,0
4719,Caucasian,Male,1,1
4720,Hispanic,Male,1,0
4721,African-American,Male,0,1
4722,African-American,Male,1,1
4723,African-American,Female,1,0
4724,African-American,Male,1,1
4727,African-American,Male,0,0
4728,Caucasian,Female,1,1
4729,African-American,Male,0,0
4730,African-American,Male,1,0
4731,African-American,Male,1,1
4732,Caucasian,Male,1,0
4733,Caucasian,Male,0,0
4734,Caucasian,Male,1,0
4735,African-American,Male,0,1
4737,Hispanic,Male,0,1
4740,Caucasian,Male,0,0
4741,Caucasian,Female,0,0
4742,Other,Male,1,0
4743,African-American,Male,0,0
4745,African-American,Female,0,0
4746,African-American,Male,1,0
4747,African-American,Male,1,1
4748,Caucasian,Male,0,0
4749,African-American,Female,1,1
4750,African-American,Female,0,1
4752,African-American,Female,1,1
4754,Caucasian,Male,1,0
4755,African-American,Male,1,1
4756,Caucasian,Male,1,0
4757,African-American,Male,1,1
4758,Caucasian,Male,0,1
4759,Hispanic,Male,1,0
4762,African-American,Male,0,1
4763,Caucasian,Male,0,0
4765,Caucasian,Female,0,0
4766,Caucasian,Female,0,0
4767,African-American,Male,0,1
4768,Caucasian,Female,0,0
4769,Caucasian,Male,0,0
4771,African-American,Male,1,0
4772,African-American,Male,1,1
4773,Caucasian,Male,0,0
4774,African-American,Female,0,1
4775,Caucasian,Male,0,1
4776,African-American,Male,1,1
4777,Caucasian,Male,0,1
4778,African-American,Male,1,1
4779,African-American,Male,1,1
4781,African-American,Female,0,1
4782,African-American,Male,0,1
4783,Other,Male,1,1
4784,Other,Male,0,0
4785,African-American,Female,0,0
4786,African-American,Male,1,1
4788,African-American,Male,1,1
4789,African-American,Male,1,1
4790,Caucasian,Male,0,0
4791,Other,Female,1,0
4792,Caucasian,Male,1,0
4793,Caucasian,Male,0,0
4794,Hispanic,Male,0,0
4795,Caucasian,Male,1,1
4796,African-American,Male,1,1
4798,African-American,Male,0,1
4800,Caucasian,Male,1,0
4801,Caucasian,Male,1,1
4802,African-American,Male,0,1
4803,Other,Male,1,0
4804,African-American,Male,1,1
4805,Caucasian,Male,0,0
4806,African-American,Male,0,1
4807,African-American,Male,0,0
4809,African-American,Female,1,0
4810,Caucasian,Female,1,1
4811,Other,Male,1,0
4812,African-American,Male,1,1
4813,African-American,Male,1,1
4814,Other,Male,0,0
4815,African-American,Male,1,1
4816,African-American,Male,1,1
4817,Caucasian,Female,1,0
4818,African-American,Male,1,1
4819,Caucasian,Male,1,0
4820,Caucasian,Male,0,0
4821,African-American,Male,1,1
4822,African-American,Male,1,0
4823,African-American,Female,0,1
4824,African-American,Male,0,0
4825,Hispanic,Male,0,1
4826,Caucasian,Female,0,0
4827,Caucasian,Female,0,0
4828,Native American,Male,1,1
4829,Other,Male,0,0
4830,Caucasian,Male,0,0
4833,African-American,Female,1,1
4834,Caucasian,Male,0,0
4836,African-American,Male,1,1
4837,African-American,Male,0,1
4838,African-American,Male,1,1
4839,African-American,Male,1,0
4840,African-American,Male,1,1
4841,African-American,Female,0,1
4842,African-American,Male,1,1
4843,Caucasian,Male,1,0
4845,Caucasian,Male,1,0
4846,African-American,Male,1,1
4847,Caucasian,Male,0,1
4848,Asian,Male,0,0
4849,African-American,Male,1,1
4850,African-American,Male,0,0
4851,African-American,Male,1,1
4853,African-American,Male,1,1
4854,Hispanic,Male,0,0
4855,Other,Female,0,0
4856,African-American,Female,0,0
4857,Caucasian,Male,1,1
4859,Caucasian,Female,1,1
4860,African-American,Male,1,1
4862,Caucasian,Male,0,0
4863,African-American,Male,0,1
4864,Caucasian,Male,1,0
4865,African-American,Male,1,1
4866,Hispanic,Male,0,0
4867,Caucasian,Female,0,1
4868,African-American,Male,0,1
4869,Caucasian,Male,1,0
4870,Caucasian,Male,0,0
4871,African-American,Male,0,0
4872,African-American,Male,1,1
4873,African-American,Male,0,0
4874,African-American,Male,0,0
4875,African-American,Male,0,1
4876,African-American,Male,0,1
4877,Caucasian,Male,1,1
4878,Caucasian,Male,0,1
4880,African-American,Female,0,0
4881,Caucasian,Female,1,1
4882,African-American,Male,1,0
4883,African-American,Male,0,1
4884,Other,Male,0,0
4885,Other,Male,1,1
4886,African-American,Female,0,0
4887,African-American,Male,0,1
4888,Hispanic,Male,1,1
4889,Caucasian,Male,0,0
4890,African-American,Female,0,1
4891,African-American,Female,0,0
4892,African-American,Male,1,1
4893,African-American,Male,1,1
4895,African-American,Male,1,0
4896,African-American,Male,0,1
4897,African-American,Male,1,1
4898,African-American,Male,1,1
4899,Hispanic,Male,1,1
4900,Caucasian,Male,1,0
4901,African-American,Male,1,1
4902,Caucasian,Male,0,0
4903,Caucasian,Male,0,0
4904,Other,Female,0,0
4905,Caucasian,Male,1,1
4906,African-American,Male,1,1
4907,Caucasian,Male,0,0
4909,African-American,Male,0,0
4910,African-American,Male,0,1
4911,African-American,Male,1,1
4912,Caucasian,Male,0,1
4914,Caucasian,Male,1,1
4915,African-American,Male,1,0
4916,African-American,Female,1,1
4918,Caucasian,Male,0,1
4919,African-American,Male,1,1
4920,African-American,Female,0,1
4921,African-American,Female,1,1
4922,Caucasian,Male,0,1
4923,Caucasian,Male,0,1
4924,African-American,Male,1,1
4925,Caucasian,Male,0,0
4926,African-American,Female,0,0
4927,Caucasian,Male,1,0
4928,African-American,Male,0,0
4929,Hispanic,Male,0,0
4930,African-American,Male,0,0
4931,African-American,Male,1,1
4932,African-American,Male,1,1
4933,Caucasian,Male,0,1
4934,African-American,Male,1,1
4935,African-American,Male,1,1
4936,African-American,Female,0,0
4937,African-American,Male,0,1
4939,African-American,Male,1,0
4940,African-American,Male,1,0
4941,Hispanic,Female,0,0
4943,Caucasian,Male,1,0
4944,African-American,Female,0,1
4945,African-American,Male,1,0
4946,Caucasian,Male,1,0
4948,Caucasian,Male,0,0
4949,Hispanic,Male,1,0
4951,African-American,Male,1,1
4952,Caucasian,Male,0,0
4953,African-American,Female,1,1
4954,Hispanic,Male,1,1
4955,Caucasian,Male,0,1
4956,Caucasian,Male,0,1
4957,Caucasian,Female,0,0
4958,African-American,Male,0,0
4959,African-American,Male,1,0
4961,Other,Female,0,1
4962,Caucasian,Female,0,0
4963,Caucasian,Male,0,1
4964,Caucasian,Male,0,0
4965,Caucasian,Male,1,1
4966,Caucasian,Male,0,1
4967,African-American,Male,0,1
4968,Caucasian,Female,0,0
4972,African-American,Male,0,0
4973,African-American,Male,0,0
4974,Caucasian,Male,1,1
4975,African-American,Male,1,1
4977,African-American,Male,1,1
4978,Hispanic,Female,0,0
4979,African-American,Female,0,0
4981,African-American,Male,1,0
4982,Other,Male,0,0
4983,Other,Male,0,0
4984,African-American,Male,1,1
4986,African-American,Male,1,0
4987,African-American,Male,1,1
4988,Hispanic,Male,1,0
4989,Hispanic,Female,0,0
4990,African-American,Male,0,0
4991,Other,Male,0,0
4992,African-American,Male,1,1
4993,Other,Male,0,0
4994,Caucasian,Male,0,0
4995,African-American,Male,1,0
4996,Caucasian,Male,1,1
4997,African-American,Female,0,0
4998,Caucasian,Male,1,1
4999,Caucasian,Male,1,0
5000,Hispanic,Male,0,0
5001,African-American,Male,0,0
5002,Other,Male,0,0
5003,African-American,Male,0,0
5004,African-American,Male,1,1
5006,Other,Male,1,0
5007,Caucasian,Male,1,1
5008,African-American,Male,0,0
5009,Caucasian,Male,0,0
5010,African-American,Female,0,0
5011,Hispanic,Male,0,0
5012,Hispanic,Male,1,0
5013,African-American,Male,0,0
5014,Caucasian,Male,1,1
5016,African-American,Male,0,1
5017,African-American,Male,1,0
5018,African-American,Male,0,0
5019,African-American,Male,0,0
5020,African-American,Male,1,0
5021,Caucasian,Male,1,0
5022,Other,Male,0,0
5023,African-American,Male,1,1
5024,African-American,Male,1,1
5025,African-American,Male,0,0
5026,Other,Male,0,0
5029,Caucasian,Male,0,0
5030,African-American,Male,0,0
5031,Caucasian,Female,1,1
5032,Caucasian,Female,0,0
5033,Caucasian,Male,0,0
5034,Hispanic,Male,0,0
5035,African-American,Male,0,0
5036,African-American,Male,1,1
5037,Other,Male,0,0
5038,African-American,Male,0,0
5039,African-American,Male,1,1
5040,Caucasian,Male,1,1
5042,Caucasian,Female,0,0
5043,African-American,Male,1,1
5044,Caucasian,Male,1,0
5046,Other,Male,0,0
5048,African-American,Female,1,1
5049,Other,Female,0,0
5050,Other,Male,0,0
5051,African-American,Male,0,1
5052,African-American,Male,1,1
5053,Caucasian,Male,1,0
5054,Caucasian,Male,0,0
5055,African-American,Male,1,1
5056,African-American,Male,0,0
5057,African-American,Male,0,0
5058,African-American,Male,1,1
5059,African-American,Male,1,0
5060,African-American,Male,1,1
5061,African-American,Male,1,1
5062,African-American,Male,0,1
5063,Caucasian,Female,0,0
5064,Hispanic,Male,0,0
5065,Hispanic,Male,1,0
5066,Caucasian,Male,1,1
5067,African-American,Male,0,0
5068,African-American,Male,0,1
5069,African-American,Male,1,0
5070,African-American,Male,1,1
5071,African-American,Male,1,0
5072,African-American,Female,1,1
5073,African-American,Female,1,1
5074,Hispanic,Male,0,0
5075,African-American,Male,0,0
5076,Caucasian,Male,0,0
5077,African-American,Male,1,1
5078,Hispanic,Male,0,0
5079,Caucasian,Male,1,0
5081,African-American,Male,1,0
5082,African-American,Male,1,0
5083,Caucasian,Female,0,0
5084,African-American,Male,0,0
5085,Caucasian,Male,0,0
5086,Caucasian,Male,0,0
5087,African-American,Male,0,1
5088,African-American,Male,1,1
5089,Hispanic,Male,1,1
5090,Caucasian,Male,1,0
5091,Caucasian,Male,0,1
5093,Caucasian,Male,1,1
5094,African-American,Male,0,0
5095,Caucasian,Male,1,0
5096,Other,Male,1,1
5097,Hispanic,Male,0,0
5098,Other,Male,1,0
5099,African-American,Male,1,1
5100,African-American,Female,1,1
5101,Caucasian,Male,1,1
5102,African-American,Male,0,0
5104,Caucasian,Female,1,1
5105,Caucasian,Male,0,0
5106,African-American,Male,0,1
5107,African-American,Male,1,1
5108,Caucasian,Female,1,1
5109,African-American,Male,0,0
5110,African-American,Male,1,0
5111,African-American,Male,1,1
5112,African-American,Male,1,1
5113,African-American,Male,0,1
5114,African-American,Male,1,1
5115,African-American,Male,1,1
5116,African-American,Male,1,1
5117,African-American,Female,0,1
5118,Hispanic,Male,1,1
5119,Caucasian,Female,0,0
5120,African-American,Male,1,1
5122,African-American,Male,1,1
5125,African-American,Male,1,1
5126,Caucasian,Male,0,0
5127,Caucasian,Male,1,1
5128,African-American,Male,1,0
5129,Caucasian,Female,1,1
5130,Caucasian,Male,0,0
5131,African-American,Male,1,1
5132,African-American,Male,0,1
5133,Caucasian,Female,1,1
5134,Hispanic,Male,0,0
5135,Caucasian,Male,0,1
5136,African-American,Male,1,1
5137,African-American,Male,1,0
5138,Caucasian,Male,0,1
5139,Caucasian,Female,1,1
5140,African-American,Male,1,1
5141,African-American,Female,1,1
5142,African-American,Male,1,1
5143,African-American,Male,0,0
5144,African-American,Male,1,0
5145,Caucasian,Male,0,0
5146,African-American,Male,1,0
5148,African-American,Male,0,0
5149,Caucasian,Male,0,0
5150,Hispanic,Male,1,1
5151,Caucasian,Male,0,0
5152,Caucasian,Female,0,1
5153,Hispanic,Male,1,0
5154,Hispanic,Male,0,0
5156,African-American,Male,1,0
5157,Caucasian,Female,1,1
5158,Other,Male,1,1
5159,Hispanic,Male,1,0
5160,African-American,Female,0,0
5162,African-American,Male,0,0
5163,African-American,Female,0,0
5164,African-American,Female,1,1
5165,Hispanic,Male,0,0
5166,African-American,Male,1,0
5167,Caucasian,Male,1,0
5169,African-American,Male,0,0
5171,Caucasian,Male,1,0
5172,Caucasian,Male,1,0
5173,African-American,Male,0,1
5174,African-American,Male,1,0
5175,African-American,Male,0,1
5176,Caucasian,Female,0,0
5177,African-American,Male,1,1
5178,Caucasian,Female,1,1
5179,African-American,Male,0,0
5182,Caucasian,Male,0,0
5183,African-American,Female,0,0
5184,African-American,Female,0,1
5185,Other,Male,0,0
5186,African-American,Male,1,1
5187,African-American,Male,1,1
5188,African-American,Male,0,0
5189,African-American,Male,0,0
5190,Caucasian,Male,1,0
5191,African-American,Male,0,1
5192,Caucasian,Male,0,0
5193,African-American,Male,0,0
5194,African-American,Male,0,1
5196,African-American,Male,1,1
5197,African-American,Male,0,0
5198,African-American,Male,0,1
5199,Caucasian,Male,1,1
5200,Caucasian,Male,0,1
5202,Caucasian,Male,1,1
5203,African-American,Male,0,0
5204,African-American,Male,0,0
5205,Other,Male,0,0
5206,Caucasian,Male,1,1
5207,African-American,Female,1,1
5208,Hispanic,Male,0,0
5209,Caucasian,Male,0,0
5210,Caucasian,Male,0,0
5211,Caucasian,Male,0,0
5212,African-American,Male,0,1
5213,Caucasian,Female,0,0
5215,Hispanic,Male,0,0
5216,African-American,Male,1,1
5217,Caucasian,Male,0,0
5218,Caucasian,Female,1,0
5219,African-American,Female,0,0
5220,Hispanic,Male,0,0
5221,African-American,Male,0,0
5222,African-American,Male,1,1
5223,African-American,Male,1,1
5224,Hispanic,Male,0,0
5225,Caucasian,Male,1,1
5226,Caucasian,Female,0,0
5227,African-American,Male,0,1
5228,African-American,Male,1,0
5229,Caucasian,Male,1,1
5231,African-American,Male,0,1
5232,Caucasian,Male,1,1
5233,Caucasian,Male,0,1
5234,African-American,Male,0,0
5235,African-American,Male,0,0
5236,African-American,Female,1,0
5237,Caucasian,Male,1,1
5238,African-American,Male,1,0
5243,Hispanic,Male,1,0
5244,African-American,Male,1,1
5245,African-American,Female,1,0
5246,African-American,Male,0,1
5247,Caucasian,Male,0,0
5248,Caucasian,Male,1,1
5249,African-American,Male,0,1
5250,African-American,Male,0,1
5251,African-American,Male,1,1
5252,Caucasian,Male,0,0
5253,African-American,Male,1,0
5254,African-American,Male,1,1
5255,Caucasian,Male,1,1
5256,Caucasian,Female,0,0
5257,Caucasian,Male,0,0
5258,African-American,Male,1,1
5259,African-American,Male,0,0
5260,African-American,Female,1,1
5261,African-American,Male,1,0
5262,Caucasian,Male,1,0
5263,Caucasian,Female,1,1
5264,African-American,Male,1,1
5265,African-American,Male,1,1
5266,Caucasian,Male,0,0
5267,African-American,Male,1,1
5268,Hispanic,Male,0,0
5269,African-American,Female,0,0
5270,Caucasian,Male,0,0
5271,African-American,Male,0,0
5272,Hispanic,Male,1,0
5273,Other,Male,0,0
5274,Caucasian,Male,1,1
5275,African-American,Male,1,1
5276,African-American,Male,0,0
5277,Caucasian,Male,0,0
5278,Caucasian,Male,0,0
5279,Caucasian,Female,0,0
5281,African-American,Male,1,1
5282,African-American,Male,0,0
5283,African-American,Male,0,0
5284,Caucasian,Male,0,0
5285,Caucasian,Male,0,0
5286,Caucasian,Male,0,1
5287,African-American,Male,1,1
5288,Caucasian,Male,0,0
5289,African-American,Male,1,0
5290,Caucasian,Male,1,0
5291,Caucasian,Male,0,1
5293,African-American,Male,1,1
5296,Caucasian,Female,0,0
5298,African-American,Male,1,1
5300,African-American,Male,1,1
5301,Caucasian,Male,1,0
5302,Caucasian,Male,1,0
5303,African-American,Male,1,0
5304,African-American,Female,0,1
5305,Caucasian,Male,0,0
5306,Caucasian,Male,1,0
5307,African-American,Male,1,1
5308,African-American,Female,0,1
5309,Caucasian,Male,0,0
5310,African-American,Male,1,0
5311,African-American,Female,0,1
5312,African-American,Male,1,1
5313,African-American,Male,1,0
5314,Caucasian,Female,0,0
5315,Caucasian,Female,0,1
5316,African-American,Male,1,1
5317,African-American,Female,0,0
5319,African-American,Male,1,1
5321,Caucasian,Male,0,0
5322,Caucasian,Male,1,1
5323,African-American,Male,0,1
5324,African-American,Male,0,1
5325,African-American,Male,0,1
5328,Caucasian,Male,0,0
5330,African-American,Male,1,1
5331,African-American,Male,0,0
5332,African-American,Male,0,1
5333,African-American,Male,1,1
5334,Caucasian,Male,1,1
5335,Hispanic,Female,1,0
5336,Caucasian,Male,1,0
5337,African-American,Male,0,0
5339,African-American,Male,1,1
5340,Caucasian,Male,0,0
5341,African-American,Male,1,1
5342,Other,Male,0,0
5343,African-American,Male,1,1
5344,African-American,Male,0,1
5345,African-American,Male,1,1
5346,Caucasian,Male,0,0
5347,Caucasian,Male,0,0
5349,Hispanic,Male,0,0
5350,Caucasian,Male,0,0
5351,African-American,Male,0,1
5352,Caucasian,Male,0,0
5353,Caucasian,Male,0,0
5355,African-American,Female,0,1
5356,Asian,Male,0,0
5357,African-American,Male,1,1
5358,African-American,Male,0,0
5359,African-American,Female,1,0
5360,African-American,Male,0,0
5361,Caucasian,Male,0,0
5362,African-American,Male,1,0
5363,Caucasian,Female,1,1
5364,African-American,Male,0,0
5365,Caucasian,Male,1,0
5366,African-American,Male,0,1
5367,Caucasian,Male,1,0
5368,Caucasian,Male,1,0
5369,African-American,Male,1,0
5370,African-American,Male,1,1
5371,Caucasian,Male,0,1
5372,Caucasian,Male,0,0
5373,Other,Male,1,0
5374,African-American,Male,0,0
5375,African-American,Male,1,1
5376,African-American,Male,0,1
5377,Caucasian,Male,1,1
5378,Caucasian,Male,1,0
5380,African-American,Male,1,1
5381,African-American,Male,0,1
5382,Caucasian,Male,1,0
5383,Caucasian,Male,1,0
5384,Asian,Male,0,1
5386,Caucasian,Male,0,0
5387,Caucasian,Male,0,0
5388,African-American,Female,1,1
5389,Asian,Male,0,0
5390,African-American,Male,0,0
5391,Hispanic,Male,0,1
5392,Caucasian,Female,0,0
5393,African-American,Male,1,0
5395,Caucasian,Male,1,1
5396,Caucasian,Female,0,1
5397,Hispanic,Male,0,0
5398,Caucasian,Male,0,0
5399,Caucasian,Male,1,1
5400,Caucasian,Male,0,0
5401,African-American,Male,0,0
5402,African-American,Female,1,1
5403,African-American,Male,1,1
5404,Hispanic,Male,0,0
5405,Hispanic,Male,0,0
5406,African-American,Male,0,1
5407,African-American,Female,0,0
5409,Caucasian,Female,0,0
5410,African-American,Male,0,0
5411,Caucasian,Male,1,1
5412,Caucasian,Female,1,1
5414,Other,Female,0,0
5415,African-American,Male,0,0
5416,Asian,Female,0,0
5417,African-American,Male,1,0
5418,African-American,Male,0,1
5419,African-American,Male,1,1
5420,African-American,Male,0,0
5421,Hispanic,Male,1,1
5423,Caucasian,Male,1,1
5425,African-American,Male,1,0
5426,African-American,Male,0,0
5429,Caucasian,Male,0,0
5430,African-American,Female,1,1
5431,Other,Female,0,1
5432,African-American,Male,1,1
5434,African-American,Male,0,1
5435,Caucasian,Female,0,0
5436,Hispanic,Male,1,1
5437,Caucasian,Female,1,1
5438,African-American,Male,1,1
5439,African-American,Male,1,1
5440,Caucasian,Female,1,1
5441,African-American,Male,0,1
5443,African-American,Male,1,1
5445,African-American,Male,1,1
5446,Caucasian,Female,0,0
5448,Caucasian,Male,0,0
5449,African-American,Male,0,0
5450,Other,Male,0,0
5452,Caucasian,Female,0,1
5453,African-American,Male,1,1
5454,African-American,Female,0,1
5455,African-American,Male,1,1
5456,African-American,Male,0,1
5457,Caucasian,Female,0,1
5458,African-American,Male,0,1
5459,Other,Male,1,0
5460,African-American,Male,0,1
5461,African-American,Male,1,1
5462,Hispanic,Male,1,0
5464,African-American,Male,0,0
5465,Hispanic,Male,1,1
5466,Other,Male,1,0
5468,African-American,Female,1,1
5469,African-American,Male,1,1
5470,Caucasian,Male,1,1
5471,Caucasian,Male,1,1
5472,Caucasian,Male,0,0
5473,Caucasian,Male,0,1
5478,African-American,Male,0,0
5479,African-American,Male,1,1
5480,African-American,Female,1,0
5481,Caucasian,Male,1,1
5482,African-American,Male,0,0
5483,Caucasian,Female,1,0
5484,African-American,Male,1,0
5485,African-American,Female,0,1
5486,Caucasian,Male,1,1
5487,African-American,Male,1,1
5488,African-American,Male,0,1
5489,Caucasian,Male,1,1
5490,Other,Male,0,0
5491,African-American,Male,0,0
5492,African-American,Male,1,1
5493,Caucasian,Male,0,0
5494,Caucasian,Male,0,0
5495,African-American,Male,1,1
5497,Asian,Male,0,0
5498,Caucasian,Female,1,1
5499,African-American,Male,0,0
5500,Other,Male,1,0
5502,Hispanic,Male,1,1
5503,African-American,Male,0,1
5505,Caucasian,Male,0,0
5506,Hispanic,Male,1,1
5507,African-American,Male,1,0
5508,African-American,Male,1,1
5509,African-American,Male,1,1
5510,Hispanic,Male,1,0
5511,Caucasian,Male,1,1
5512,African-American,Male,1,0
5514,African-American,Male,0,0
5515,Caucasian,Male,1,1
5516,Caucasian,Male,1,0
5517,Caucasian,Male,0,0
5518,Hispanic,Male,1,1
5520,African-American,Male,0,1
5523,African-American,Female,0,0
5524,Caucasian,Male,0,1
5525,African-American,Male,0,0
5526,African-American,Female,0,1
5527,Caucasian,Female,1,1
5528,African-American,Male,0,0
5529,Caucasian,Female,1,1
5530,African-American,Male,1,1
5531,Caucasian,Male,0,0
5533,Caucasian,Female,1,1
5535,African-American,Male,1,1
5536,African-American,Male,1,1
5537,African-American,Male,0,0
5538,Other,Male,1,1
5539,African-American,Male,0,0
5540,Caucasian,Female,1,1
5541,Hispanic,Male,0,0
5542,Caucasian,Male,0,0
5545,Other,Male,1,1
5547,Caucasian,Male,1,0
5549,Caucasian,Male,0,0
5550,Hispanic,Male,1,0
5551,African-American,Male,0,0
5552,African-American,Male,0,0
5553,Caucasian,Male,0,0
5554,Hispanic,Male,1,0
5555,Caucasian,Male,0,1
5556,African-American,Male,0,1
5557,African-American,Male,0,0
5558,African-American,Male,1,1
5559,African-American,Male,0,0
5560,African-American,Male,1,0
5561,African-American,Male,1,0
5562,African-American,Male,1,1
5563,Caucasian,Female,1,1
5564,Caucasian,Female,0,0
5566,African-American,Male,0,0
5567,Caucasian,Male,0,1
5568,African-American,Male,1,0
5570,African-American,Female,0,1
5571,Caucasian,Male,1,0
5573,African-American,Female,1,1
5574,Caucasian,Male,0,1
5575,African-American,Male,0,1
5576,African-American,Male,1,1
5577,Caucasian,Female,0,0
5578,Caucasian,Male,1,0
5579,African-American,Male,1,1
5580,African-American,Male,1,1
5581,African-American,Male,0,0
5582,Caucasian,Male,1,1
5583,African-American,Male,1,1
5584,Other,Female,0,0
5585,African-American,Male,0,0
